Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Palau,PLW,..,..,..,0,0,48.174197899605,143.4034416826,94.8136910969944,140.924464487035,139.515416453518,184.085783975333,681.818181818182
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Panama,PAN,..,..,..,133.947368565517,166.406762857147,232.444848020296,257.915800651407,328.638473601084,306.607118878156,510.644331513275,2155.62094936621,2148.69084794619
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Papua New Guinea,PNG,..,..,..,1.54750002075057,2.47615054334997,6.32499492654662,7.90215551046937,11.3463691940919,13.7629303677796,15.2133750056123,31.7531033810753,50.9622238061297
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Paraguay,PRY,..,..,..,6.11928384410835,8.57989543014114,15.048864132114,23.817846062477,33.421929425094,40.8186688625403,62.1532872546507,188.363537810787,250.543714658547
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Peru,PER,..,..,..,10.2472808448771,14.5497365607225,24.2382315096612,28.5286953526624,36.4829717827782,45.0015873258192,70.5926658720717,213.676243339716,252.88768739248
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Philippines,PHL,..,..,..,5.05726099768621,7.07404043370375,11.8306981261929,12.5201774896104,16.1734627960257,21.0290657375968,40.6696764550119,88.0591707302335,92.9754393871113
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Poland,POL,..,..,..,155.009645190624,227.384652205914,399.283674893658,517.741811845554,681.131761020643,955.841788900726,2492.48836327396,6534.75982269886,16247.9301798239
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Portugal,PRT,..,..,..,162.393243230462,213.685737992491,358.255433937013,422.671446105326,535.522238017618,901.325690215055,3180.29661074401,12472.7527993287,16020.6708268331
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Puerto Rico,PRI,..,..,..,95.1222952956113,134.829066102124,167.561428184658,185.07813776326,206.513725807483,318.440436522527,419.783239200122,281.974854794936,368.515742128936
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Qatar,QAT,..,..,..,64.6185035927888,98.8702156805088,180.131666767793,215.954601543764,291.018560751072,371.946602491438,374.736750351389,414.138922579513,409.276437847866
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Romania,ROU,..,..,..,39.0183747404722,60.9007715487478,131.368800582909,175.893414695672,246.72284801747,361.232714966647,3421.4731535333,12255.7640224238,15941.3456599897
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Russian Federation,RUS,..,..,..,17.0949206811431,28.861044688117,57.5761417764412,79.7313517535055,120.359061326147,321.4018458555,1163.94770113141,3541.13875352016,5195.97586070713
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Rwanda,RWA,..,..,..,0.878319388549174,0.760740394392544,2.50258299005464,3.97644822018244,5.55293235814439,7.22297752974684,12.5026138014759,17.9384583099171,35.9171266298696
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Samoa,WSM,..,..,..,26.8521253457211,37.3005088855141,63.4269585716249,73.3918021357014,78.0071766602527,129.026264586419,148.62267777066,295.255548768072,530.30303030303
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,San Marino,SMR,..,..,..,964.320154291225,1174.45403758253,1566.71053456163,2136.02451784664,2878.40279266314,3398.05825242718,4698.37062916002,19011.9760479042,58882.3529411765
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Sao Tome and Principe,STP,..,..,..,0,5.59284116331096,5.46779740717047,10.6926140768264,10.4566415358715,15.3411095713183,15.0067530388675,39.1529264365453,57.4162679425837
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Saudi Arabia,SAU,..,..,..,13.0899234717131,20.4334439879283,40.4313266181805,51.9628394899947,71.1251835071974,89.8687156226812,106.643740844308,167.616864946498,162.275734636705
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Senegal,SEN,..,..,..,1.00648571653538,0.97737673587747,2.0432716778537,2.12459774282736,2.95611658676329,6.14275468094599,6.87792985212321,8.5801347043295,16.6932613231864
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Serbia,SRB,..,..,..,7.40594856760726,25.9880325110287,53.0623578550417,67.5587775322956,93.1201069871494,141.077655709354,551.689197517484,5801.40205415117,6886.50657518582
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Seychelles,SYC,..,..,..,66.8374735435001,160.107958509166,226.492871136881,355.757151274611,394.049847305684,1006.2192915788,30947.3261721432,155191.302442536,266354.166666667
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Sierra Leone,SLE,..,..,..,0.464488319667055,0.604988859130159,1.33016006407233,1.01125687817201,0.706298287848194,0.967248282270684,1.48725222039996,1.85253503540724,..
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Singapore,SGP,..,..,..,531.641221163536,927.910784754021,1898.94016625515,2549.46971400377,2544.00404846753,3585.18388972579,19060.746532679,58690.3334543186,84008.7935279634
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Sint Maarten (Dutch part),SXM,..,..,..,0,0,0,327.806157292321,530.71513864933,618.174325159695,700.542920763592,729.76720426184,..
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Slovak Republic,SVK,..,..,..,136.883957274399,198.948426047499,357.646185104277,493.775345702778,657.728522367845,1068.43890474595,3240.77603328277,6962.82205602611,13007.1678000368
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Slovenia,SVN,..,..,..,333.889327403381,499.307545681769,967.353520073072,1215.56171427212,1558.2110398743,2188.96638819577,5630.87820974101,19590.680624827,33112.1856866538
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Solomon Islands,SLB,..,..,..,1.89469296500502,7.41270611955954,12.6919429732871,15.9712375757081,13.9008590730907,22.1283375490653,38.3704887566127,63.7939749044317,44.9438202247191
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Somalia,SOM,..,..,..,0,0,0.235040163663167,0.152295678404526,0.29600851024467,0.503302780697533,0.768263938612638,25.6401160099937,4.28138585166645
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,South Africa,ZAF,..,..,..,51.7014136546748,81.9118254500903,142.250079262106,172.930078295032,221.893934589254,273.225995625888,920.727742493578,9477.80244834561,12114.2896965051
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,South Sudan,SSD,..,..,..,..,..,..,..,..,0,0.0817612685424337,0.159036695650044,1.16108057899218
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Spain,ESP,..,..,..,207.055442100404,265.003964148667,403.629824906669,488.330716969492,625.848709153152,889.571524340964,2762.55977801596,7250.33919502067,11354.8719489943
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Sri Lanka,LKA,..,..,..,3.56464707790779,5.21781497893898,9.25336597307222,11.5618168569347,15.9356795532232,20.9386625965849,71.0748478988822,305.213579556053,414.979569093611
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,St. Kitts and Nevis,KNA,..,..,..,524.832345223054,1384.45563973388,722.55709151756,620.662416069514,1135.11602374439,699.970527556735,839.094507579212,2927.0936850664,4178.57142857143
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,St. Lucia,LCA,..,..,..,46.3553134778074,51.7741267430623,114.393571081305,130.93476033246,141.706486189286,141.078744512037,185.377636716007,195.701281563821,255.555555555556
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,St. Martin (French part),MAF,..,..,..,0,0,32.3007849090733,63.971340839304,63.4316523945449,125.968381936134,375.598610285142,280.155642023346,..
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,St. Vincent and the Grenadines,VCT,..,..,..,18.2957508118739,54.8742008944495,91.4678764817796,64.0321990486645,91.4436204358203,118.770270887579,191.530695074013,163.789730383905,90.9090909090909
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Sudan,SDN,..,..,..,0.173267584060768,0.253013416141813,0.328589034782649,0.28017424036008,0.559081240450829,0.720767616517429,1.26287157567515,1.87354740786416,..
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Suriname,SUR,..,..,..,11.4046108841805,18.8115254454099,27.9289561831916,35.0204593209717,67.527120351579,108.458301398389,141.483752650582,204.117131284589,295.774647887324
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Sweden,SWE,..,..,..,1201.19947204804,1711.67694071453,2392.48925402027,2690.51878056064,3148.78853478354,4207.90053377903,6205.93293315536,13605.5306928742,18678.6031370228
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Switzerland,CHE,..,..,..,1449.6015225225,2439.08357491623,3486.49301269586,3954.9550730059,4897.99965781901,6938.08892982176,17196.7260846272,32896.8155863613,68005.6252197351
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Syrian Arab Republic,SYR,..,..,..,0.285458270425467,0.335506247533729,1.37115763068075,1.31252536392164,1.24979886049589,2.34854713269884,5.96838287154418,12.424829779832,17.6657186611245
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Tajikistan,TJK,..,..,..,0.261724265634426,0.76766109911925,1.12569483513699,1.83423212745614,1.67409146159545,5.03003339357286,5.83861317596401,19.9521529437888,27.3416053585154
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Tanzania,TZA,..,..,..,0.477238013630395,0.567573850081716,0.937188085723453,1.57988506138693,2.22073879423341,3.13660235474947,5.39838254741791,21.6541543983784,26.0107292142627
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Thailand,THA,..,..,..,11.2038886331684,15.1339853780823,30.8796746723832,38.8740952582629,51.9609431441752,69.4460627811051,146.710491712636,579.728299308812,957.243831577122
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Timor-Leste,TLS,..,..,..,1.80246595367122,1.76752925039968,0.864483557522736,2.53300077847557,5.77170118418818,8.86398378052131,11.0351698746168,11.5712973198561,27.9456193353474
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Togo,TGO,..,..,..,0.153776315740913,0.299433382210842,0.43735080870538,0.851915987452981,2.49000022825002,2.96623800931992,3.41818585307533,4.48850647383701,7.63358778625954
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Tonga,TON,..,..,..,9.60273485888781,9.56233206154317,28.5847681298892,28.4824548078384,37.8136166833677,103.418449851454,130.692108063703,194.408442880948,165.137614678899
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Trinidad and Tobago,TTO,..,..,..,44.4243656351178,61.4329766225048,105.844715367162,134.248298532614,174.234935138092,271.305176414537,301.839904700644,293.618186798138,284.777858703569
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Tunisia,TUN,..,..,..,6.20304774532842,7.61977897623066,10.747089926872,15.4341190994682,20.1904035819391,18.982298651698,91.6405571465253,212.449966948855,313.663264430912
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Turkey,TUR,..,..,..,86.3440682675885,118.363499633664,224.393587828177,264.503304265899,299.452316551281,364.730587920973,1306.14804785355,3366.68440976298,4356.44615891695
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Turkmenistan,TKM,..,..,..,0.196571401613065,0.193271784001,0.569493486797907,0.372697868559525,0.731764296524797,2.15622419269169,1.94258976177492,4.51539794115221,5.98188343872842
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Turks and Caicos Islands,TCA,..,..,..,96.7929276634187,252.119378525732,308.34695199038,845.717047239338,918.817985121077,873.642214391799,945.558739255014,789.933984088473,777.777777777778
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,90.9090909090909
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Uganda,UGA,..,..,..,0.265368264957121,0.626894074961942,1.59749706363514,1.75748206715893,2.08583665921276,2.83971526125256,3.76012658128689,19.5973409021375,19.5161618215084
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Ukraine,UKR,..,..,..,12.360831641985,20.9600031505641,40.9270660382118,54.0343287256867,74.7040987656219,141.803514366348,1905.46997982097,3948.25839769166,6032.06925164271
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,United Arab Emirates,ARE,..,..,..,94.91355249457,129.605447118614,243.470753679616,281.248726580603,372.841978611306,593.600691784038,947.936116419975,1297.00126966127,1497.79920352127
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,United Kingdom,GBR,..,..,..,1315.40196727977,1811.95005580083,2500.53767407689,2832.49687898742,3250.49881479253,4385.41371082783,8698.54539708592,21207.6309459991,27289.0622646625
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,United States,USA,..,..,..,2481.62513249526,2985.6829074482,3840.28292173088,4300.75143128357,5125.74244397818,6352.91559562488,11423.2813940165,30282.4232228659,65576.0309396172
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Uruguay,URY,..,..,..,35.5617195869506,58.1872056672566,83.9030645815136,113.262744626255,157.038390476397,185.047465403409,308.071472581639,1097.27345049541,1565.41786743516
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Uzbekistan,UZB,..,..,..,0.0700221269921295,0.272670879431754,0.906816235369192,1.35567664797376,2.37338942768803,5.65515081999687,69.737722110406,202.178638474459,280.359865812748
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Vanuatu,VUT,..,..,..,42.3199813792082,62.016529472322,96.9755742772289,138.262319172638,115.8972377825,128.494385929109,170.117084932804,184.619394448386,205.673758865248
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,"Venezuela, RB",VEN,..,..,..,6.92434103268382,6.41476201691115,11.8756581790836,14.6118550366767,16.0385821268774,20.7028478837549,140.04608881621,269.755839067782,245.699638677002
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Vietnam,VNM,..,..,..,2.28319503350374,3.65621947979175,8.97714885553347,14.0549942635186,20.1415712575888,32.413692505545,275.96760175462,1335.38760403932,1752.03905027412
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Virgin Islands (U.S.),VIR,..,..,..,276.860038022112,480.183208362575,628.518083759278,675.650660841879,621.037410552074,529.198774487049,837.131429634453,1053.43625312302,859.813084112149
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,West Bank and Gaza,PSE,..,..,..,3.67347816983119,5.09288012811649,11.3667223388959,14.3901939462373,20.4904577335412,31.4327239078429,103.700572506254,520.835890374291,445.530145530146
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,"Yemen, Rep.",YEM,..,..,..,0.211803567102484,0.288633537089368,0.521879413017335,0.938367917013244,1.37162049379328,1.37463647831212,1.41385219146908,3.32738415924436,3.70050146982535
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Zambia,ZMB,..,..,..,0.36100997015675,0.911337004292257,1.9047700680622,2.96966781295844,4.03303916900444,5.58985830765052,8.73947270240769,41.7687241175772,40.6042364699869
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Zimbabwe,ZWE,..,..,..,0.425945263052081,0.834106677656486,3.19492596812715,4.25121887094801,7.00767437673063,10.2678182933352,12.0121146510524,26.315942306743,39.7918760716609
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Arab World,ARB,..,..,..,6.17925084984023,8.96940195704724,16.6105272569885,20.3910973590618,26.5793715436238,36.3160330337135,55.4258429852678,126.270122246382,150.174688880547
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Caribbean small states,CSS,..,..,..,71.0184968820589,95.6036273609615,150.124488823995,176.572520876856,200.762870987238,268.70422937126,358.706789564572,764.658867420782,1028.55191256831
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Central Europe and the Baltics,CEB,..,..,..,150.09976536055,220.505995937299,401.701758395544,523.66260566128,702.644297621848,989.775576266425,4145.88789599833,13206.3396473503,21440.5927545711
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Early-demographic dividend,EAR,..,..,..,7.11243619398363,9.99964102125056,17.4987785764134,21.0231143872521,25.7606709045685,33.5710171214723,126.598971899098,500.380758152999,621.989288216516
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,East Asia & Pacific,EAS,..,..,..,58.8575070433439,78.5913485150794,112.241356540742,130.18824027518,163.004986409915,196.609089353461,412.320674288592,1237.69235389826,2001.97917132957
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,East Asia & Pacific (excluding high income),EAP,..,..,..,2.43360223119,3.5550289480402,6.87542393601286,9.02067546930399,14.224760511127,24.5104239644575,106.538389602621,466.858442234661,680.945258691389
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,2.46292439821637,3.59952411805907,6.96229731816602,9.13593969722985,14.213997579973,24.5118344480408,107.86951244121,472.666482754507,680.951660138901
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Euro area,EMU,..,..,..,544.031527881981,782.266608218153,1192.29400643649,1428.05083775368,1853.58499133877,2493.4743253032,6792.81594444887,19609.031901525,30500.8120849953
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Europe & Central Asia,ECS,..,..,..,368.939149007779,530.006636459023,791.638158544073,935.408094427375,1175.93036828014,1609.71319930598,4421.65036389389,12171.34868644,18876.352058142
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Europe & Central Asia (excluding high income),ECA,..,..,..,27.4770137763948,41.3317348324525,82.2140546689253,104.428411606339,139.500614323062,241.2456613186,1157.42419945946,3748.24250599616,5064.0393732829
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,39.3848066369159,58.6335544743804,111.616853188,142.442018500054,188.796545589964,305.08754375389,1274.40902824096,4078.65405907877,6120.76056701425
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,European Union,EUU,..,..,..,590.867401537024,842.940561826635,1254.56343783048,1484.94601813967,1872.33072342124,2529.52625751995,6746.41644746509,18859.9279371911,29343.4293412672
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Fragile and conflict affected situations,FCS,..,..,..,0.538968138359843,0.855032084178203,1.63884508453958,2.06720165896889,2.95769544067997,3.79180020573987,9.86750808069898,28.9000646385398,35.1866513931471
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Heavily indebted poor countries (HIPC),HPC,..,..,..,0.531879062694953,0.705469227822958,1.28366445456223,1.63654007695649,2.19871419058348,3.0388377866524,8.15655592533168,16.4910849923707,15.7492154096819
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,High income,HIC,..,..,..,1052.86241223214,1347.04630285422,1825.24791373686,2082.17725944744,2524.89768688344,3202.59616351325,6795.2673025388,18127.0081126708,33052.107954704
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,IBRD only,IBD,..,..,..,8.86496539697822,12.9955608106956,23.4456871034507,29.7280212026543,39.8535464110757,60.8404146117447,233.192787777593,885.015689656124,1256.61236057948
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,IDA & IBRD total,IBT,..,..,..,6.92480883236011,10.1197261804228,18.2506807071913,23.065592976524,30.8443592163585,46.7646030607811,180.374273135268,680.43964306239,964.471091335168
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,IDA blend,IDB,..,..,..,0.880896946314658,1.27586808534347,2.54950843266862,3.30891672236025,4.65694101568735,6.23679340102421,43.2919664925245,171.335798883358,179.33893853549
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,IDA only,IDX,..,..,..,0.436401094174049,0.628030174227138,1.2032636284736,1.51852963817463,2.03322779781828,2.91202907168201,11.4495880838119,27.1782848435902,36.5646022492901
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,IDA total,IDA,..,..,..,0.584910862516386,0.844697726598138,1.65524336702661,2.11816261348655,2.91155572236113,4.01703053859749,22.0359961136323,75.1120971980605,85.4983978250176
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Late-demographic dividend,LTE,..,..,..,13.8867533227927,20.9600489818645,36.9564582170789,46.1956233361374,63.1505754510467,100.518120203512,325.68890865683,1132.18690789817,1793.16986928032
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Latin America & Caribbean,LCN,..,..,..,21.0921258674866,30.2450329161031,48.2910498627054,60.9750975711694,76.1001042734162,104.959466806162,301.895721270966,997.709082890365,1216.05683214011
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Latin America & Caribbean (excluding high income),LAC,..,..,..,17.7529416617665,25.822365596154,41.5905839617256,52.7614863781088,65.9838391452691,91.5294946551685,232.209647394628,721.947547981759,919.2839880049
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,20.4895573434584,29.4118083241135,47.4214069050774,58.389041942162,74.4224918474533,101.77234889207,303.686878440093,1001.71832047481,1224.66558333583
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Least developed countries: UN classification,LDC,..,..,..,0.333799315662475,0.494740229914466,0.928554928929715,1.19981730391866,1.63535392587521,2.34389479193224,8.44088232018394,23.6111901008137,35.3828449557187
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Low & middle income,LMY,..,..,..,5.44099638987453,8.00719249372894,14.6610245695527,18.6038091491762,25.1891848006513,39.1972795410199,156.231126860767,602.21057941118,825.085627190083
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Low income,LIC,..,..,..,0.305265106895035,0.401971622440755,0.887079291337026,1.09465141827075,1.56471018992652,2.20130842409201,3.93192385502829,15.1983889427262,18.901645231522
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Lower middle income,LMC,..,..,..,1.82570551577593,2.60720593074656,5.04138656395926,6.77003483508846,9.31818221882356,13.6187709214162,97.5652719597245,323.758927348196,406.105949670001
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Middle East & North Africa,MEA,..,..,..,16.3681542241942,23.428206634856,36.014356531062,40.8133613268338,48.1557093664351,65.0014716595204,107.83352183039,309.192142335686,420.469965798532
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Middle East & North Africa (excluding high income),MNA,..,..,..,1.88627767764961,2.63587448045298,4.39120877475979,5.73537675464321,7.58007971335899,10.7824397414973,31.2373689374763,126.614304746799,190.888932638407
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,1.86574781048542,2.60731890338286,4.30918258973075,5.63241172525685,7.42467455351717,10.5308924225045,30.3439504663424,121.692245797868,187.67607665794
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Middle income,MIC,..,..,..,6.03902879906351,8.90569211697165,16.2994435531378,20.7351778657793,27.9956482462387,43.7388999372346,175.915247957306,679.185610899964,928.408846557407
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,North America,NAC,..,..,..,2363.1076288696,2852.78534049012,3671.80151212722,4107.0117946959,4881.91602865147,6054.24885046641,11297.1021962002,29889.9893438406,62067.3005562052
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,OECD members,OED,..,..,..,1007.38348201235,1287.0958857592,1741.22793074897,1984.65997484665,2404.47187544145,3043.42264786887,6440.24803384835,17088.6192205971,31256.2898697477
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Other small states,OSS,..,..,..,114.442159423189,154.758171585159,271.865745981995,284.758176919069,381.802764500851,461.823639362818,1296.99291961683,3425.0988553155,4616.0551193719
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Pacific island small states,PSS,..,..,..,15.429542582134,26.8800946179331,45.5636690343554,52.4194640459264,60.2593231794206,77.9283393256801,100.093448589397,137.873983179374,168.778095627299
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Post-demographic dividend,PST,..,..,..,1151.636182437,1473.0542294801,1991.07364608645,2297.84937668563,2761.72356424322,3504.23191836564,7464.22197642189,19952.2436533732,36363.3058163715
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Pre-demographic dividend,PRE,..,..,..,0.497859839633669,0.697048895329415,1.38560195709022,1.78704084195031,2.48118842342326,3.27707608888994,14.0197334082112,57.5438192833511,63.5062765042538
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Small states,SST,..,..,..,99.0594543753334,134.470694646446,232.895111638346,248.469203949264,328.501169940587,403.062080138316,1053.6699822761,2748.02581301696,3709.50893292981
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,South Asia,SAS,..,..,..,1.42076916942725,1.95368406567065,3.80707445103762,5.15326672651251,7.06392289660847,9.76608218489887,35.9325327626251,118.496600872348,172.559209028811
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,South Asia (IDA & IBRD),TSA,..,..,..,1.42076916942725,1.95368406567065,3.80707445103762,5.15326672651251,7.06392289660847,9.76608218489887,35.9325327626251,118.496600872348,172.559209028811
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Sub-Saharan Africa,SSF,..,..,..,3.64335593664317,5.63644706220779,9.92546385857871,12.0145797461201,15.4362388970278,18.9078900908149,68.2445225701298,574.677643846387,760.383689060766
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Sub-Saharan Africa (excluding high income),SSA,..,..,..,3.63677073263934,5.62119132650154,9.90434321901492,11.9815157189994,15.4003070660701,18.8157402714511,65.4010652426038,560.643817673013,735.74921281182
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,3.64335593664317,5.63644706220779,9.92546385857871,12.0145797461201,15.4362388970278,18.9078900908149,68.2445225701298,574.677643846387,760.383689060766
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Upper middle income,UMC,..,..,..,10.6648854423143,15.8744936167983,28.8467013162584,36.4819907614902,49.1044921945397,78.0152677838134,265.674889046756,1089.05651932773,1527.01110308553
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,World,WLD,..,..,..,187.002106736918,238.527225876119,324.754558591804,370.327857190956,449.552463089644,572.319374168136,1264.91343914014,3511.41024954493,6194.25786571405
"Trademark applications, direct resident",IP.TMK.RESD,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..
"Trademark applications, direct resident",IP.TMK.RESD,Albania,ALB,..,32,213,286,274,..,377,420,509,662,..,..
"Trademark applications, direct resident",IP.TMK.RESD,Algeria,DZA,461,1237,..,2070,2294,2332,1261,4929,3968,4130,..,..
"Trademark applications, direct resident",IP.TMK.RESD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Trademark applications, direct resident",IP.TMK.RESD,Andorra,AND,..,728,243,259,225,182,..,191,190,224,..,..
"Trademark applications, direct resident",IP.TMK.RESD,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..
"Trademark applications, direct resident",IP.TMK.RESD,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,1,..,..
"Trademark applications, direct resident",IP.TMK.RESD,Argentina,ARG,52578,42900,65273,68974,57346,44398,40291,44134,52208,55739,..,..
"Trademark applications, direct resident",IP.TMK.RESD,Armenia,ARM,..,510,1115,1266,1102,1122,1167,1342,1340,1261,..,..
"Trademark applications, direct resident",IP.TMK.RESD,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Trademark applications, direct resident",IP.TMK.RESD,Australia,AUS,12826,27301,38472,39641,40154,41181,39675,41682,47085,47059,..,..
"Trademark applications, direct resident",IP.TMK.RESD,Austria,AUT,3788,7840,6386,5913,5695,5863,5741,5656,5267,5122,..,..
"Trademark applications, direct resident",IP.TMK.RESD,Azerbaijan,AZE,..,..,1655,1532,1916,899,1117,1015,856,1030,..,..
